EMAIL_ID,DEALER_ID,CUSTOMER_ID,CALL_ID,TO_EMAIL,FROM_EMAIL,SUBJECT,STATUS,OPENED_AT,SENT_AT,CREATED_AT
EML00132,DLR004,CUS00668,CALL010934,jessica.robinson667@gmail.com,service@gulfcoastchevrolet.com,Your 2021 Honda is Due for Service - Schedule Today,opened,2024-01-03 03:00:00,2024-01-01 08:00:00,2024-01-01 08:00:00
EML00133,DLR003,CUS00202,CALL002131,lauren.lopez201@gmail.com,service@lakelandford.com,Thank You for Visiting Lakeland Ford,opened,,2024-01-14 12:00:00,2024-01-14 12:00:00
EML00134,DLR003,CUS01720,CALL014196,melissa.jones1719@gmail.com,service@lakelandford.com,Service Reminder: 2021 Ford Air Filter Replacement,opened,,2024-01-29 20:00:00,2024-01-29 20:00:00
EML00135,DLR005,CUS00842,,maria.lopez841@gmail.com,service@coastalbmw.com,Exclusive Offer: Save on Your Next Service at Coastal BMW,delivered,,2024-01-11 13:00:00,2024-01-11 13:00:00
EML00136,DLR005,CUS01789,,jason.johnson1788@gmail.com,service@coastalbmw.com,Your 2022 Honda is Due for Service - Schedule Today,delivered,,2024-01-03 12:00:00,2024-01-03 12:00:00
EML00137,DLR002,CUS00502,CALL007054,lauren.lopez501@gmail.com,service@bayareahonda.com,CSI Survey - Tell Us About Your Recent Visit to Bay Area Honda,opened,,2024-01-18 16:00:00,2024-01-18 16:00:00
EML00138,DLR005,CUS01605,,kevin.lee1604@gmail.com,service@coastalbmw.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-07 19:00:00,2024-01-07 19:00:00
EML00139,DLR004,CUS01744,,ashley.moore1743@gmail.com,service@gulfcoastchevrolet.com,Your 2020 Honda is Due for Service - Schedule Today,delivered,,2024-01-02 13:00:00,2024-01-02 13:00:00
EML00140,DLR005,CUS00957,CALL014832,mark.clark956@gmail.com,service@coastalbmw.com,Recall Notice: Important Safety Information for Your 2020 BMW,delivered,,2024-01-27 13:00:00,2024-01-27 13:00:00
EML00141,DLR001,CUS01890,,crystal.jones1889@gmail.com,service@sunshinetoyota.com,Your 2019 BMW is Due for Service - Schedule Today,opened,2024-01-15 14:00:00,2024-01-13 15:00:00,2024-01-13 15:00:00
EML00142,DLR004,CUS01802,,maria.lopez1801@gmail.com,service@gulfcoastchevrolet.com,Exclusive Offer: Save on Your Next Service at Gulf Coast Chevrolet,delivered,,2024-01-30 08:00:00,2024-01-30 08:00:00
EML00143,DLR001,CUS01204,CALL002138,ashley.moore1203@gmail.com,service@sunshinetoyota.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-12 09:00:00,2024-01-12 09:00:00
EML00144,DLR001,CUS01758,,rachel.robinson1757@gmail.com,service@sunshinetoyota.com,Service Reminder: 2019 Chevrolet Brake Inspection,delivered,,2024-01-01 08:00:00,2024-01-01 08:00:00
EML00145,DLR003,CUS00027,,mark.clark26@gmail.com,service@lakelandford.com,Your Service Appointment Confirmation - Lakeland Ford,delivered,2024-01-09 08:00:00,2024-01-08 13:00:00,2024-01-08 13:00:00
EML00146,DLR001,CUS01556,CALL005468,amber.white1555@gmail.com,service@sunshinetoyota.com,Exclusive Offer: Save on Your Next Service at Sunshine Toyota,opened,2024-01-06 14:00:00,2024-01-04 14:00:00,2024-01-04 14:00:00
EML00147,DLR004,CUS00085,CALL005580,anthony.lee84@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2022 Honda Tire Purchase,opened,,2024-01-30 09:00:00,2024-01-30 09:00:00
EML00148,DLR002,CUS01511,,carlos.davis1510@gmail.com,service@bayareahonda.com,Recall Notice: Important Safety Information for Your 2021 Honda,delivered,,2024-01-17 18:00:00,2024-01-17 18:00:00
EML00149,DLR005,CUS00494,,nicole.moore493@gmail.com,service@coastalbmw.com,Thank You for Visiting Coastal BMW,delivered,,2024-01-30 14:00:00,2024-01-30 14:00:00
EML00150,DLR005,CUS01506,,jennifer.white1505@gmail.com,service@coastalbmw.com,Recall Notice: Important Safety Information for Your 2019 Chevrolet,delivered,2024-01-19 08:00:00,2024-01-17 09:00:00,2024-01-17 09:00:00
EML00151,DLR005,CUS01360,,melissa.jones1359@gmail.com,service@coastalbmw.com,Service Reminder: 2020 Ford Fuel System Service,opened,2024-01-10 14:00:00,2024-01-10 08:00:00,2024-01-10 08:00:00
EML00152,DLR004,CUS00306,CALL007090,jennifer.white305@gmail.com,service@gulfcoastchevrolet.com,Recall Notice: Important Safety Information for Your 2020 Honda,delivered,,2024-01-16 10:00:00,2024-01-16 10:00:00
EML00153,DLR002,CUS00475,,anthony.lee474@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,delivered,,2024-01-11 09:00:00,2024-01-11 09:00:00
EML00154,DLR004,CUS00099,,william.johnson98@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,bounced,,2024-01-17 16:00:00,2024-01-17 16:00:00
EML00155,DLR005,CUS00844,CALL012259,ashley.moore843@gmail.com,service@coastalbmw.com,Your 2020 Ford is Due for Service - Schedule Today,delivered,2024-01-13 07:00:00,2024-01-12 15:00:00,2024-01-12 15:00:00
EML00156,DLR001,CUS00542,,maria.lopez541@gmail.com,service@sunshinetoyota.com,Exclusive Offer: Save on Your Next Service at Sunshine Toyota,opened,2024-01-14 03:00:00,2024-01-13 15:00:00,2024-01-13 15:00:00
EML00157,DLR005,CUS00088,,danielle.robinson87@gmail.com,service@coastalbmw.com,Your 2019 BMW is Due for Service - Schedule Today,delivered,2024-01-31 05:00:00,2024-01-29 14:00:00,2024-01-29 14:00:00
EML00158,DLR002,CUS01647,,mark.clark1646@gmail.com,service@bayareahonda.com,Exclusive Offer: Save on Your Next Service at Bay Area Honda,delivered,2024-01-24 21:00:00,2024-01-24 20:00:00,2024-01-24 20:00:00
EML00159,DLR001,CUS01747,,michael.clark1746@gmail.com,service@sunshinetoyota.com,Lease Maturity Notice - Your Options Await,delivered,2024-01-19 19:00:00,2024-01-18 15:00:00,2024-01-18 15:00:00
EML00160,DLR001,CUS01721,CALL013345,carlos.davis1720@gmail.com,service@sunshinetoyota.com,Service Reminder: 2019 BMW Recall Repair,delivered,,2024-01-23 18:00:00,2024-01-23 18:00:00
EML00161,DLR001,CUS00503,,daniel.anderson502@gmail.com,service@sunshinetoyota.com,Thank You for Visiting Sunshine Toyota,delivered,,2024-01-23 09:00:00,2024-01-23 09:00:00
EML00162,DLR005,CUS00839,,steven.johnson838@gmail.com,service@coastalbmw.com,Lease Maturity Notice - Your Options Await,opened,,2024-01-24 20:00:00,2024-01-24 20:00:00
EML00163,DLR004,CUS00591,,eric.davis590@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2020 Honda Warranty Repair,opened,,2024-01-23 09:00:00,2024-01-23 09:00:00
EML00164,DLR002,CUS01658,CALL007192,jessica.robinson1657@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,opened,2024-01-11 17:00:00,2024-01-10 19:00:00,2024-01-10 19:00:00
EML00165,DLR004,CUS00202,CALL005752,lauren.lopez201@gmail.com,service@gulfcoastchevrolet.com,Lease Maturity Notice - Your Options Await,opened,2024-01-31 13:00:00,2024-01-30 10:00:00,2024-01-30 10:00:00
EML00166,DLR003,CUS00313,CALL000742,luis.anderson312@gmail.com,service@lakelandford.com,Recall Notice: Important Safety Information for Your 2020 BMW,delivered,,2024-01-26 18:00:00,2024-01-26 18:00:00
EML00167,DLR004,CUS01505,CALL003333,robert.lee1504@gmail.com,service@gulfcoastchevrolet.com,Your 2020 Honda is Due for Service - Schedule Today,delivered,,2024-01-06 14:00:00,2024-01-06 14:00:00
EML00168,DLR002,CUS00057,CALL008486,mark.clark56@gmail.com,service@bayareahonda.com,Exclusive Offer: Save on Your Next Service at Bay Area Honda,opened,2024-01-17 13:00:00,2024-01-15 13:00:00,2024-01-15 13:00:00
EML00169,DLR004,CUS01852,,lauren.lopez1851@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2019 Chevrolet Warranty Repair,opened,2024-01-16 09:00:00,2024-01-14 19:00:00,2024-01-14 19:00:00
EML00170,DLR003,CUS01813,CALL014802,luis.anderson1812@gmail.com,service@lakelandford.com,Lease Maturity Notice - Your Options Await,opened,,2024-01-16 19:00:00,2024-01-16 19:00:00
EML00171,DLR001,CUS00540,,crystal.jones539@gmail.com,service@sunshinetoyota.com,Service Reminder: 2021 Ford Battery Replacement,opened,,2024-01-05 09:00:00,2024-01-05 09:00:00
EML00172,DLR004,CUS01414,,ashley.moore1413@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2019 Honda Multi-Point Inspection,delivered,,2024-01-15 15:00:00,2024-01-15 15:00:00
EML00173,DLR001,CUS00640,CALL009271,melissa.jones639@gmail.com,service@sunshinetoyota.com,Recall Notice: Important Safety Information for Your 2019 Honda,delivered,,2024-01-26 14:00:00,2024-01-26 14:00:00
EML00174,DLR003,CUS00104,,nicole.moore103@gmail.com,service@lakelandford.com,Service Reminder: 2022 Toyota Cabin Filter Replacement,delivered,,2024-01-23 19:00:00,2024-01-23 19:00:00
EML00175,DLR004,CUS01026,CALL005888,jennifer.white1025@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2022 Ford Oil Change,opened,,2024-01-27 19:00:00,2024-01-27 19:00:00
EML00176,DLR002,CUS00471,,eric.davis470@gmail.com,service@bayareahonda.com,Exclusive Offer: Save on Your Next Service at Bay Area Honda,delivered,,2024-01-06 15:00:00,2024-01-06 15:00:00
EML00177,DLR001,CUS01522,,lauren.lopez1521@gmail.com,service@sunshinetoyota.com,Exclusive Offer: Save on Your Next Service at Sunshine Toyota,opened,,2024-01-12 16:00:00,2024-01-12 16:00:00
EML00178,DLR004,CUS00736,CALL005372,amanda.white735@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2020 Toyota Tire Purchase,delivered,,2024-01-11 10:00:00,2024-01-11 10:00:00
EML00179,DLR005,CUS00629,CALL010953,steven.johnson628@gmail.com,service@coastalbmw.com,Exclusive Offer: Save on Your Next Service at Coastal BMW,opened,,2024-01-12 17:00:00,2024-01-12 17:00:00
EML00180,DLR004,CUS00568,,danielle.robinson567@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,delivered,,2024-01-02 12:00:00,2024-01-02 12:00:00
EML00181,DLR005,CUS01308,,rachel.robinson1307@gmail.com,service@coastalbmw.com,Exclusive Offer: Save on Your Next Service at Coastal BMW,delivered,,2024-01-09 15:00:00,2024-01-09 15:00:00
EML00182,DLR004,CUS00683,,daniel.anderson682@gmail.com,service@gulfcoastchevrolet.com,Your 2022 Toyota is Due for Service - Schedule Today,opened,,2024-01-17 20:00:00,2024-01-17 20:00:00
EML00183,DLR005,CUS00334,,ashley.moore333@gmail.com,service@coastalbmw.com,Service Reminder: 2021 Honda Air Filter Replacement,delivered,2024-01-29 15:00:00,2024-01-28 11:00:00,2024-01-28 11:00:00
EML00184,DLR004,CUS01891,,james.davis1890@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,opened,,2024-01-05 09:00:00,2024-01-05 09:00:00
EML00185,DLR004,CUS00215,,robert.lee214@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,opened,,2024-01-30 18:00:00,2024-01-30 18:00:00
EML00186,DLR004,CUS01674,CALL012679,brittany.moore1673@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,delivered,,2024-01-18 18:00:00,2024-01-18 18:00:00
EML00187,DLR003,CUS01964,,nicole.moore1963@gmail.com,service@lakelandford.com,CSI Survey - Tell Us About Your Recent Visit to Lakeland Ford,opened,2024-01-28 10:00:00,2024-01-26 15:00:00,2024-01-26 15:00:00
EML00188,DLR002,CUS01633,CALL005410,luis.anderson1632@gmail.com,service@bayareahonda.com,Thank You for Visiting Bay Area Honda,delivered,,2024-01-13 11:00:00,2024-01-13 11:00:00
EML00189,DLR001,CUS01055,CALL012764,robert.lee1054@gmail.com,service@sunshinetoyota.com,Exclusive Offer: Save on Your Next Service at Sunshine Toyota,delivered,,2024-01-13 18:00:00,2024-01-13 18:00:00
EML00190,DLR004,CUS00021,,eric.davis20@gmail.com,service@gulfcoastchevrolet.com,Thank You for Visiting Gulf Coast Chevrolet,unsubscribed,,2024-01-14 19:00:00,2024-01-14 19:00:00
EML00191,DLR005,CUS00239,,steven.johnson238@gmail.com,service@coastalbmw.com,Thank You for Visiting Coastal BMW,delivered,2024-01-14 13:00:00,2024-01-13 08:00:00,2024-01-13 08:00:00
EML00192,DLR005,CUS00515,,robert.lee514@gmail.com,service@coastalbmw.com,CSI Survey - Tell Us About Your Recent Visit to Coastal BMW,opened,,2024-01-13 09:00:00,2024-01-13 09:00:00
EML00193,DLR003,CUS01931,,carlos.davis1930@gmail.com,service@lakelandford.com,Your Service Appointment Confirmation - Lakeland Ford,opened,,2024-01-13 17:00:00,2024-01-13 17:00:00
EML00194,DLR002,CUS01478,CALL005605,jessica.robinson1477@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,opened,,2024-01-17 18:00:00,2024-01-17 18:00:00
EML00195,DLR001,CUS01878,CALL014356,rachel.robinson1877@gmail.com,service@sunshinetoyota.com,Service Reminder: 2019 Toyota Tire Rotation,delivered,2024-01-09 13:00:00,2024-01-09 10:00:00,2024-01-09 10:00:00
EML00196,DLR001,CUS00959,CALL011487,steven.johnson958@gmail.com,service@sunshinetoyota.com,Thank You for Visiting Sunshine Toyota,delivered,,2024-01-09 15:00:00,2024-01-09 15:00:00
EML00197,DLR002,CUS01851,,eric.davis1850@gmail.com,service@bayareahonda.com,Lease Maturity Notice - Your Options Await,unsubscribed,,2024-01-25 11:00:00,2024-01-25 11:00:00
EML00198,DLR001,CUS00106,,amanda.white105@gmail.com,service@sunshinetoyota.com,Your 2019 Ford is Due for Service - Schedule Today,bounced,,2024-01-03 09:00:00,2024-01-03 09:00:00
EML00199,DLR003,CUS01427,CALL003094,brian.clark1426@gmail.com,service@lakelandford.com,Your 2022 BMW is Due for Service - Schedule Today,opened,2024-01-25 05:00:00,2024-01-24 19:00:00,2024-01-24 19:00:00
EML00200,DLR001,CUS01121,,carlos.davis1120@gmail.com,service@sunshinetoyota.com,Exclusive Offer: Save on Your Next Service at Sunshine Toyota,opened,2024-01-04 03:00:00,2024-01-02 14:00:00,2024-01-02 14:00:00
EML00201,DLR001,CUS00465,CALL014238,kevin.lee464@gmail.com,service@sunshinetoyota.com,Your 2020 BMW is Due for Service - Schedule Today,delivered,2024-01-17 03:00:00,2024-01-16 15:00:00,2024-01-16 15:00:00
EML00202,DLR002,CUS00942,,stephanie.lopez941@gmail.com,service@bayareahonda.com,CSI Survey - Tell Us About Your Recent Visit to Bay Area Honda,delivered,2024-01-20 09:00:00,2024-01-19 17:00:00,2024-01-19 17:00:00
EML00203,DLR003,CUS01315,,anthony.lee1314@gmail.com,service@lakelandford.com,Your Service Appointment Confirmation - Lakeland Ford,delivered,,2024-01-11 15:00:00,2024-01-11 15:00:00
EML00204,DLR003,CUS01646,CALL013449,amber.white1645@gmail.com,service@lakelandford.com,Your Service Appointment Confirmation - Lakeland Ford,delivered,2024-01-26 16:00:00,2024-01-26 10:00:00,2024-01-26 10:00:00
EML00205,DLR004,CUS01880,CALL012678,heather.jones1879@gmail.com,service@gulfcoastchevrolet.com,Thank You for Visiting Gulf Coast Chevrolet,delivered,,2024-01-14 19:00:00,2024-01-14 19:00:00
EML00206,DLR001,CUS00176,,amber.white175@gmail.com,service@sunshinetoyota.com,CSI Survey - Tell Us About Your Recent Visit to Sunshine Toyota,delivered,,2024-01-17 08:00:00,2024-01-17 08:00:00
EML00207,DLR004,CUS01114,CALL003922,ashley.moore1113@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,delivered,,2024-01-07 20:00:00,2024-01-07 20:00:00
EML00208,DLR002,CUS01216,,amanda.white1215@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,delivered,,2024-01-02 15:00:00,2024-01-02 15:00:00
EML00209,DLR002,CUS01347,CALL013444,mark.clark1346@gmail.com,service@bayareahonda.com,Thank You for Visiting Bay Area Honda,delivered,2024-01-15 18:00:00,2024-01-15 11:00:00,2024-01-15 11:00:00
EML00210,DLR004,CUS00119,,steven.johnson118@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2020 Toyota Battery Replacement,delivered,,2024-01-20 11:00:00,2024-01-20 11:00:00
EML00211,DLR005,CUS01155,CALL010200,kevin.lee1154@gmail.com,service@coastalbmw.com,Your 2020 Chevrolet is Due for Service - Schedule Today,delivered,2024-01-14 13:00:00,2024-01-14 09:00:00,2024-01-14 09:00:00
EML00212,DLR005,CUS00478,CALL000643,danielle.robinson477@gmail.com,service@coastalbmw.com,Recall Notice: Important Safety Information for Your 2019 Honda,bounced,,2024-01-01 12:00:00,2024-01-01 12:00:00
EML00213,DLR004,CUS00979,CALL007384,jason.johnson978@gmail.com,service@gulfcoastchevrolet.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-16 14:00:00,2024-01-16 14:00:00
EML00214,DLR005,CUS00414,,brittany.moore413@gmail.com,service@coastalbmw.com,Recall Notice: Important Safety Information for Your 2022 Toyota,delivered,,2024-01-22 13:00:00,2024-01-22 13:00:00
EML00215,DLR001,CUS00904,CALL012037,ashley.moore903@gmail.com,service@sunshinetoyota.com,Your 2022 Honda is Due for Service - Schedule Today,opened,,2024-01-25 11:00:00,2024-01-25 11:00:00
EML00216,DLR004,CUS01141,,james.davis1140@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,delivered,,2024-01-18 13:00:00,2024-01-18 13:00:00
EML00217,DLR002,CUS01994,,nicole.moore1993@gmail.com,service@bayareahonda.com,Thank You for Visiting Bay Area Honda,unsubscribed,2024-01-07 06:00:00,2024-01-06 19:00:00,2024-01-06 19:00:00
EML00218,DLR004,CUS01578,CALL014384,rachel.robinson1577@gmail.com,service@gulfcoastchevrolet.com,Your 2022 Toyota is Due for Service - Schedule Today,opened,,2024-01-06 11:00:00,2024-01-06 11:00:00
EML00219,DLR001,CUS01221,,eric.davis1220@gmail.com,service@sunshinetoyota.com,Your 2020 Toyota is Due for Service - Schedule Today,delivered,2024-01-01 18:00:00,2024-01-01 11:00:00,2024-01-01 11:00:00
EML00220,DLR005,CUS00250,,melissa.jones249@gmail.com,service@coastalbmw.com,Service Reminder: 2020 Ford Brake Pad Replacement,delivered,,2024-01-19 18:00:00,2024-01-19 18:00:00
EML00221,DLR001,CUS00842,,maria.lopez841@gmail.com,service@sunshinetoyota.com,CSI Survey - Tell Us About Your Recent Visit to Sunshine Toyota,delivered,,2024-01-28 18:00:00,2024-01-28 18:00:00
EML00222,DLR002,CUS01684,,ashley.moore1683@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,opened,,2024-01-13 14:00:00,2024-01-13 14:00:00
EML00223,DLR002,CUS00666,CALL005689,jennifer.white665@gmail.com,service@bayareahonda.com,Lease Maturity Notice - Your Options Await,opened,,2024-01-28 17:00:00,2024-01-28 17:00:00
EML00224,DLR004,CUS00521,CALL014843,carlos.davis520@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2021 Honda Multi-Point Inspection,delivered,,2024-01-16 20:00:00,2024-01-16 20:00:00
EML00225,DLR005,CUS01285,,anthony.lee1284@gmail.com,service@coastalbmw.com,Your 2020 Honda is Due for Service - Schedule Today,delivered,2024-01-28 15:00:00,2024-01-27 19:00:00,2024-01-27 19:00:00
EML00226,DLR005,CUS01481,CALL000433,carlos.davis1480@gmail.com,service@coastalbmw.com,Recall Notice: Important Safety Information for Your 2019 BMW,delivered,2024-01-25 11:00:00,2024-01-23 18:00:00,2024-01-23 18:00:00
EML00227,DLR003,CUS00501,,eric.davis500@gmail.com,service@lakelandford.com,Your 2019 Ford is Due for Service - Schedule Today,delivered,,2024-01-22 10:00:00,2024-01-22 10:00:00
EML00228,DLR002,CUS00298,,danielle.robinson297@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,opened,2024-01-30 05:00:00,2024-01-29 12:00:00,2024-01-29 12:00:00
EML00229,DLR005,CUS01327,,michael.clark1326@gmail.com,service@coastalbmw.com,Service Reminder: 2020 Chevrolet Multi-Point Inspection,bounced,,2024-01-04 15:00:00,2024-01-04 15:00:00
EML00230,DLR003,CUS00555,CALL009903,kevin.lee554@gmail.com,service@lakelandford.com,Exclusive Offer: Save on Your Next Service at Lakeland Ford,delivered,,2024-01-07 16:00:00,2024-01-07 16:00:00
EML00231,DLR002,CUS01737,,mark.clark1736@gmail.com,service@bayareahonda.com,Lease Maturity Notice - Your Options Await,opened,2024-01-14 12:00:00,2024-01-14 10:00:00,2024-01-14 10:00:00
EML00232,DLR003,CUS01636,,amanda.white1635@gmail.com,service@lakelandford.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-24 09:00:00,2024-01-24 09:00:00
EML00233,DLR003,CUS01798,CALL004458,danielle.robinson1797@gmail.com,service@lakelandford.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-07 10:00:00,2024-01-07 10:00:00
